#,Player Name,Pos.,GP,G,A,Pts,PIM,"""+/-""",GP,G,A,Pts,PIM,Birthplace,Age
1725,Connor Dale 1,L,60,23,32,55,10,-8,--,--,--,--,--,ALTA: St. Albert,20
1726,Gavin Garland,C,68,16,31,47,32,-11,--,--,--,--,--,ALTA: Calgary,19
1727,Cruz Pavao,R,64,21,22,43,37,-21,--,--,--,--,--,ALTA: Calgary,17
1728,Jake Gudelj,L,65,11,29,40,53,-22,--,--,--,--,--,BC: Vancouver,19
1729,Jakub Vanecek,D,59,14,21,35,20,-21,--,--,--,--,--,Czechia: Humpolec,17
1730,Grady Martin,C,50,10,15,25,66,-15,--,--,--,--,--,ALTA: Oyen,19
1731,Crew Martinson,C,43,10,13,23,10,-10,--,--,--,--,--,ALTA: Olds,16
1732,Charlie Elick,D,63,6,14,20,46,-15,--,--,--,--,--,ALTA: Calgary,19
1733,Dylan LeBret,D,68,5,14,19,21,-14,--,--,--,--,--,WA: Mead,18
1734,David Krcal,L,66,4,13,17,8,-17,--,--,--,--,--,Czechia: Praha,18
1735,Cash Koch,L,41,7,9,16,84,-6,--,--,--,--,--,ALTA: Calgary,18
1736,Jaxen Adam,D,66,3,13,16,97,-23,--,--,--,--,--,ALTA: Cochrane,18
1737,Carter Savage,D,49,1,13,14,17,4,--,--,--,--,--,BC: Surrey,20
1738,Carter Kingerski,C,45,3,7,10,2,-9,--,--,--,--,--,MAN: Headingley,17
1739,Alexander Laing,C,54,6,3,9,19,-17,--,--,--,--,--,BC: Langley,16
1740,Jesse McKinnon,L,43,3,4,7,12,-8,--,--,--,--,--,ALTA: St. Albert,16
1741,Tomas Racz,R,39,1,6,7,8,-8,--,--,--,--,--,Slovakia: Nitra,18
1742,Aden Bouchard,D,56,1,4,5,6,-25,--,--,--,--,--,ALTA: Airdrie,16
1743,Mason Mykichuk,C,35,3,1,4,23,-3,--,--,--,--,--,MAN: East St. Paul,17
1744,Ismail Abougouche,R,67,2,2,4,77,-13,--,--,--,--,--,ALTA: Lac La Biche,19
1745,David Byrne,D,41,1,3,4,12,-10,--,--,--,--,--,ALTA: Calgary,16
1746,Xavier Wendt,G,43,1,0,1,0,0,--,--,--,--,--,MN: Plymouth,17
1747,Kainoah Brankovic,D,2,0,0,0,0,-2,--,--,--,--,--,BC: Port Coquitlam,18
1748,Seth Garofalo,L,2,0,0,0,0,0,--,--,--,--,--,ALTA: Calgary,16
1749,Ryan Sadovia,R,3,0,0,0,0,-1,--,--,--,--,--,BC: Kelowna,16
1750,Lukasz McIsaac,D,4,0,0,0,0,-1,--,--,--,--,--,BC: Vancouver,16
1751,Trae Peterson,C,5,0,0,0,2,-2,--,--,--,--,--,SASK: Sturgis,16
1752,Ryan Grout,G,30,0,0,0,0,0,--,--,--,--,--,ALTA: Sturgeon County,18
1753,Landen McFadden,C,67,32,36,68,42,-20,--,--,--,--,--,ALTA: Edmonton,18
1754,Pavel Mckenzie,L,65,17,49,66,18,-17,--,--,--,--,--,SASK: Cumberland House,19
1755,Aiden Ziprick,D,68,20,36,56,25,-7,--,--,--,--,--,MAN: Russell,19
1756,Ethan Semeniuk,C,63,16,27,43,30,-18,--,--,--,--,--,BC: Fort St. John,20
1757,Connor Schmidt,D,66,16,24,40,72,-21,--,--,--,--,--,ALTA: Sturgeon County,18
1758,Casey Brown,R,66,22,16,38,12,-23,--,--,--,--,--,SASK: Regina,19
1759,Colt Carter,D,61,8,30,38,8,-6,--,--,--,--,--,ALTA: Drayton Valley,16
1760,Riley Thorpe,C,67,16,21,37,34,-16,--,--,--,--,--,ALTA: St. Albert,17
1761,Kash Andresen,C,66,14,18,32,52,-7,--,--,--,--,--,SASK: Saskatoon,18
1762,Lynden Lakovic,L,22,18,11,29,8,-3,--,--,--,--,--,BC: West Kelowna,18
1763,Mathieu Lajoie,R,64,9,19,28,26,-11,--,--,--,--,--,ALTA: St. Albert,17
1764,Nolan Paquette,D,29,8,10,18,12,6,--,--,--,--,--,ALTA: Calgary,18
1765,Gage Nagel,R,43,8,8,16,41,-5,--,--,--,--,--,SASK: Moose Jaw,18
1766,Dominik Pavlik,C,65,6,9,15,26,-11,--,--,--,--,--,Czechia: Trutnov,18
1767,Jan Trefny,L,60,3,11,14,16,-7,--,--,--,--,--,Czechia: Zatec,17
1768,Brady Ness,D,62,3,11,14,137,-28,--,--,--,--,--,ALTA: Sedgewick,19
1769,Steven Steranka,L,46,6,5,11,22,-11,--,--,--,--,--,SASK: Regina,17
1770,William Degagne,D,54,5,4,9,8,-11,--,--,--,--,--,SASK: Saskatoon,17
1771,Noah Degenstein,C,62,3,6,9,40,-8,--,--,--,--,--,ALTA: Airdrie,18
1772,Cohen Williams,D,53,1,7,8,22,-29,--,--,--,--,--,BC: Cawston,16
1773,Owen Berge 1,C,10,1,4,5,4,-7,--,--,--,--,--,ALTA: Edmonton,19
1774,Benson Hirst,D,38,0,1,1,24,-15,--,--,--,--,--,MAN: Lac du Bonnet,16
1775,Jett Prpich,D,1,0,0,0,0,-1,--,--,--,--,--,SASK: Kenaston,15
1776,Nathan Gardiner,L,1,0,0,0,0,-1,--,--,--,--,--,SASK: Gainsborough,16
1777,Carson Deichert,C,2,0,0,0,0,-1,--,--,--,--,--,SASK: Moose Jaw,17
1778,Maxon Johnston,C,2,0,0,0,0,0,--,--,--,--,--,SASK: Round Lake,15
1779,Dylan Mingo,G,2,0,0,0,0,0,--,--,--,--,--,BC: Peachland,15
1780,Kash Elke,C,2,0,0,0,0,-2,--,--,--,--,--,SASK: Lanigan,15
1781,Carson Smith,L,7,0,0,0,0,-4,--,--,--,--,--,BC: West Kelowna,15
1782,Chase Petersen 2,C,10,0,0,0,2,-5,--,--,--,--,--,SASK: Mossbank,17
1783,Matthew Hutchison 3,G,10,0,0,0,4,0,--,--,--,--,--,BC: Nanaimo,18
1784,Kyle Jones,G,29,0,0,0,0,0,--,--,--,--,--,CA: Bakersfield,18
1785,Chase Wutzke 4,G,38,0,0,0,0,0,--,--,--,--,--,SASK: Debden,19
1786,Joshua Toll,D,67,4,50,54,26,-18,--,--,--,--,--,MN: Rosemount,18
1787,Luka Shcherbyna,R,62,23,19,42,30,-12,--,--,--,--,--,BC: Vancouver,19
1788,Mason Kraft,C,54,14,26,40,24,-24,--,--,--,--,--,MN: Moorhead,18
1789,Aiden Grossklaus,R,64,17,17,34,16,-9,--,--,--,--,--,MN: Woodbury,18
1790,Caelan Joudrey,C,67,19,10,29,56,-17,--,--,--,--,--,ALTA: Airdrie,17
1791,Rui Han,L,48,11,12,23,53,1,--,--,--,--,--,CA: San Diego,18
1792,Boston Tait,D,62,5,18,23,55,-17,--,--,--,--,--,SASK: Estevan,16
1793,Mathias Silaban,L,50,9,13,22,18,-9,--,--,--,--,--,CO: Arvada,17
1794,Zane Saab,L,61,12,8,20,56,-4,--,--,--,--,--,ALTA: Edmonton,19
1795,Grady Wedman,L,58,8,12,20,19,-6,--,--,--,--,--,ALTA: Edmonton,16
1796,Levi Benson 1,L,30,7,12,19,4,-12,--,--,--,--,--,BC: Chilliwack,17
1797,Blake Vanek 2,R,37,8,10,18,28,-22,--,--,--,--,--,MN: Stillwater,18
1798,Nolan Caffey 3,R,37,6,12,18,18,-9,--,--,--,--,--,CA: Belmont,18
1799,Sam Elliott,C,45,5,11,16,29,-16,--,--,--,--,--,BC: White Rock,20
1800,Maddix McCagherty 4,L,22,6,9,15,16,-5,--,--,--,--,--,BC: Kelowna,19
1801,Brandon Osborne,D,56,3,10,13,63,-30,--,--,--,--,--,BC: Pitt Meadows,19
1802,Zane Torre 5,R,37,7,5,12,13,-6,--,--,--,--,--,CA: Ladera Ranch,17
1803,Dawson Seitz 6,R,22,4,7,11,29,-6,--,--,--,--,--,ALTA: Medicine Hat,20
1804,Riley Bassen,F,20,3,8,11,29,2,--,--,--,--,--,TX: Frisco,20
1805,Josh Fluker,D,19,4,5,9,20,10,--,--,--,--,--,MAN: Boissevain,19
1806,Darian Rolsing,D,62,1,8,9,28,-11,--,--,--,--,--,Germany: Speyer,17
1807,Michal Capos,D,27,1,7,8,34,4,--,--,--,--,--,Slovakia: Bratislava,18
1808,Drew Smith,D,48,1,7,8,20,-16,--,--,--,--,--,AZ: Flagstaff,18
1809,Shaun Rios 6,L,18,3,4,7,28,-11,--,--,--,--,--,CA: San Jose,19
1810,Alexandre Andre,C,48,2,4,6,77,-8,--,--,--,--,--,MAN: Winnipeg,17
1811,Gabriel Guilbault 1,D,26,1,5,6,13,5,--,--,--,--,--,BC: Burnaby,19
1812,Daniel Vaillant,D,37,1,5,6,31,-6,--,--,--,--,--,ALTA: Cochrane,16
1813,Kalen Miles,C,6,2,2,4,0,-3,--,--,--,--,--,ALTA: Edmonton,15
1814,Grady Veary,R,3,1,0,1,2,-1,--,--,--,--,--,BC: Campbell River,16
1815,Caden Campion 7,D,11,1,0,1,12,-6,--,--,--,--,--,MN: St. Paul,18
1816,Brandon Mickelson,D,4,0,1,1,4,0,--,--,--,--,--,MN: Moorhead,18
1817,Tobias Tvrznik,G,39,0,1,1,2,0,--,--,--,--,--,Czechia: Litomerice,18
1818,Carsten Leyerzapf,G,2,0,0,0,0,0,--,--,--,--,--,ALTA: Calgary,16
1819,Nathan Crellin,F,3,0,0,0,0,-3,--,--,--,--,--,ALTA: Calgary,17
1820,Devin Pelletier,C,3,0,0,0,0,-2,--,--,--,--,--,ALTA: Sherwood Park,16
1821,Mark Djomo,G,3,0,0,0,0,0,--,--,--,--,--,TX: Farmers Branch,16
1822,Kolton Denich,D,3,0,0,0,0,-1,--,--,--,--,--,BC: Naramata,16
1823,Paul Wiczek,C,5,0,0,0,11,-2,--,--,--,--,--,UT: Park City,19
1824,Cal Conway,G,27,0,0,0,2,0,--,--,--,--,--,MN: Andover,18
1825,Cameron Schmidt 1,R,39,27,33,60,40,-11,--,--,--,--,--,BC: Prince George,18
1826,Ryan Lin,D,53,14,43,57,35,-19,--,--,--,--,--,BC: Richmond,17
1827,Jakob Oreskovic,C,67,12,28,40,26,-16,--,--,--,--,--,BC: Langley,18
1828,Ty Halaburda 2,R,40,20,19,39,28,-5,--,--,--,--,--,BC: Victoria,20
1829,Tyus Sparks 3,C,40,16,21,37,14,1,--,--,--,--,--,ID: Meridian,17
1830,Brett Olson,C,68,11,19,30,31,-14,--,--,--,--,--,ALTA: Spruce Grove,17
1831,Tobias Tomik,L,61,12,16,28,15,-22,--,--,--,--,--,Slovakia: Ilava,17
1832,Aaron Obobaifo 4,L,37,10,16,26,28,-11,--,--,--,--,--,ALTA: Calgary,18
1833,Adam Titlbach,C,49,9,13,22,26,-14,--,--,--,--,--,Czechia: Litvinov,19
1834,Blake Chorney,C,64,8,12,20,37,-22,--,--,--,--,--,SASK: Nipawin,16
1835,Colton Gerrior 5,C,36,6,10,16,16,-7,--,--,--,--,--,BC: Williams Lake,16
1836,Ethan Mittelsteadt,D,61,4,10,14,85,-15,--,--,--,--,--,BC: Victoria,19
1837,Will Sharpe 6,D,28,2,11,13,30,-13,--,--,--,--,--,BC: Ladner,18
1838,Mathis Preston 7,R,10,4,8,12,2,-7,--,--,--,--,--,BC: Penticton,17
1839,Leonardo Domenichelli,R,63,6,5,11,4,-15,--,--,--,--,--,Switzerland: Lugano,19
1840,Joe Iginla 8,R,22,4,6,10,6,-6,--,--,--,--,--,BC: Lake Country,17
1841,Marek Howell 3,D,40,4,6,10,32,-6,--,--,--,--,--,ALTA: Calgary,19
1842,Samuel Charko,L,25,3,7,10,16,-3,--,--,--,--,--,ALTA: Whitecourt,18
1843,Misha Volotovskii 9,C,25,6,3,9,19,-14,--,--,--,--,--,ALTA: Calgary,20
1844,Torretto Marrelli,L,54,2,7,9,41,-7,--,--,--,--,--,ALTA: Devon,18
1845,Lance McCloskey,D,60,4,3,7,30,-13,--,--,--,--,--,CA: Newport Beach,17
1846,Kaleb Hartmann 5,D,19,3,3,6,32,1,--,--,--,--,--,BC: Langley,18
1847,Braydon Riggall,D,46,2,3,5,13,-16,--,--,--,--,--,ALTA: Calgary,17
1848,Colton Alain 10,D,38,1,4,5,26,-8,--,--,--,--,--,BC: Victoria,18
1849,Luca Pura,L,51,0,4,4,8,-11,--,--,--,--,--,MAN: Winnipeg,17
1850,Jan Skok,D,57,1,1,2,65,-5,--,--,--,--,--,Czechia: Pisek,18
1851,Louis-Oscar Holowaychuk,C,7,0,2,2,0,-3,--,--,--,--,--,BC: Vancouver,15
1852,Jaxson Pawlenchuk 5,D,20,1,0,1,48,-5,--,--,--,--,--,ALTA: Ardrossan,17
1853,Richard Wonyeneh,L,3,0,1,1,0,0,--,--,--,--,--,BC: Langley,16
1854,Conner Radke,R,3,0,1,1,0,-6,--,--,--,--,--,ALTA: Langdon,19
1855,Kaden Hayes,F,7,0,1,1,2,-4,--,--,--,--,--,ALTA: Chestermere,17
1856,Caden Cail 1,R,16,0,1,1,7,-3,--,--,--,--,--,BC: Kamloops,18
1857,Kelton Pyne 11,G,33,0,1,1,14,0,--,--,--,--,--,SASK: White City,19
1858,Ryan Tamelin,G,1,0,0,0,0,0,--,--,--,--,--,BC: Invermere,19
1859,Hayden Iron Shirt,R,1,0,0,0,0,1,--,--,--,--,--,ALTA: Lethbridge,17
1860,Oliver Bryks,G,1,0,0,0,0,0,--,--,--,--,--,ALTA: Edmonton,16
1861,Owen Lunneborg,G,2,0,0,0,0,0,--,--,--,--,--,MN: Bloomington,17
1862,Tafari Chingwaru,D,2,0,0,0,0,-2,--,--,--,--,--,ALTA: Edmonton,16
1863,Dylan Hurren,D,3,0,0,0,2,-3,--,--,--,--,--,BC: Maple Ridge,16
1864,Kolby Gapter,D,4,0,0,0,4,-3,--,--,--,--,--,CO: Arvada,19
1865,Crosby Mateychuk,D,7,0,0,0,4,-6,--,--,--,--,--,MAN: Dominion City,15
1866,Burke Hood,G,42,0,0,0,2,0,--,--,--,--,--,MAN: Brandon,18
1867,Hudson Darby,R,59,19,31,50,82,-34,--,--,--,--,--,SASK: Swift Current,18
1868,Trae Wilke,L,62,22,24,46,48,-35,--,--,--,--,--,SASK: Saskatoon,19
1869,Anthony Wilson,R,61,15,23,38,58,-24,--,--,--,--,--,SASK: Swift Current,20
1870,Noah Kosick 1,C,37,10,24,34,8,-31,--,--,--,--,--,BC: Victoria,17
1871,Stepan Kuryachenkov,C,47,12,16,28,42,-18,--,--,--,--,--,Russia: Ufa,17
1872,Sawyer Dingman,L,63,13,14,27,98,-30,--,--,--,--,--,ALTA: Edmonton,16
1873,Jace McFaul,D,54,9,18,27,18,-28,--,--,--,--,--,ALTA: Edmonton,18
1874,Zach Pantelakis,L,60,12,14,26,41,-39,--,--,--,--,--,BC: North Vancouver,17
1875,Carter Moen,L,66,10,15,25,45,-25,--,--,--,--,--,SASK: Swift Current,16
1876,Parker Rondeau,L,63,9,15,24,31,-35,--,--,--,--,--,SASK: Swift Current,18
1877,Jaxen Gauchier,L,45,11,9,20,24,-13,--,--,--,--,--,ALTA: Peavine,18
1878,Josh McGregor,D,62,3,17,20,66,-34,--,--,--,--,--,MAN: Brandon,18
1879,Brendan Rudolph 2,L,30,7,8,15,8,-9,--,--,--,--,--,ALTA: Calgary,17
1880,Hyde Davidson 2,D,30,4,10,14,10,-6,--,--,--,--,--,ALTA: Edmonton,19
1881,Trae Johnson,L,26,6,7,13,26,-7,--,--,--,--,--,SASK: Martensville,20
1882,Brennan Brown,C,61,3,7,10,27,-21,--,--,--,--,--,SASK: Milestone,18
1883,Marek Rocak,D,16,2,6,8,14,-11,--,--,--,--,--,Czech Rep.: Valasske Klobouky,20
1884,Brock Burch,C,49,3,3,6,56,-12,--,--,--,--,--,IA: Dubuque,15
1885,Jayden Oleskiw,R,45,2,4,6,37,-13,--,--,--,--,--,BC: Langley,17
1886,Daxon Yerex,D,60,1,5,6,57,-29,--,--,--,--,--,MAN: Oak Bluff,17
1887,Colton Alain 3,D,27,0,6,6,10,-6,--,--,--,--,--,BC: Victoria,18
1888,Connor Dale 4,L,5,2,3,5,2,1,--,--,--,--,--,ALTA: St. Albert,20
1889,Caleb Potter,D,25,1,4,5,29,-17,--,--,--,--,--,SASK: Regina,17
1890,Brennen Hocher 1,D,36,0,4,4,12,-22,--,--,--,--,--,ALTA: Calgary,18
1891,Jackson Gillespie 5,D,21,0,3,3,14,-21,--,--,--,--,--,TX: Keller,18
1892,Aidan Sexsmith,L,28,0,3,3,13,-8,--,--,--,--,--,ALTA: Calgary,17
1893,Nathan Gray,D,32,0,3,3,18,-11,--,--,--,--,--,BC: Richmond,17
1894,Peyton Kettles 6,D,2,1,1,2,7,0,--,--,--,--,--,MAN: Winnipeg,18
1895,Gavin Harrison,F,5,0,2,2,0,-1,--,--,--,--,--,ALTA: Cold Lake,16
1896,Easton LaPlante 7,D,21,0,2,2,4,-10,--,--,--,--,--,ALTA: Calgary,17
1897,Lochlan Tetarenko,C,1,0,0,0,0,-2,--,--,--,--,--,TX: Houston,18
1898,William Morin,R,1,0,0,0,2,1,--,--,--,--,--,Sweden: Boden,18
1899,Luke Huska,C,1,0,0,0,0,-3,--,--,--,--,--,ALTA: Calgary,15
1900,Linden Andersen,D,1,0,0,0,0,0,--,--,--,--,--,,
1901,Tanner Massey,L,1,0,0,0,0,0,--,--,--,--,--,BC: Cloverdale,15
1902,Nolan Pilsner,D,1,0,0,0,0,0,--,--,--,--,--,ALTA: Lethbridge,16
1903,Berney Weston,G,2,0,0,0,0,0,--,--,--,--,--,SASK: Swift Current,18
1904,Otto Hanson,R,3,0,0,0,0,-3,--,--,--,--,--,ALTA: Calgary,19
1905,Jamie Kirwan,C,3,0,0,0,0,0,--,--,--,--,--,SASK: Gull Lake,16
1906,Lucas Conrad,D,4,0,0,0,2,-3,--,--,--,--,--,BC: Coquitlam,15
1907,Ashton McCann,L,8,0,0,0,0,-1,--,--,--,--,--,ALTA: Okotoks,16
1908,Archer Cooke,G,23,0,0,0,6,0,--,--,--,--,--,ALTA: Calgary,17
1909,Joey Rocha,G,25,0,0,0,0,0,--,--,--,--,--,ONT: Brampton,20
1910,Aiden Eskit,G,31,0,0,0,2,0,--,--,--,--,--,ALTA: Calgary,17
1911,Easton Daneault,C,67,13,40,53,30,-19,--,--,--,--,--,ALTA: Red Deer,17
1912,Kade Duell,R,65,18,28,46,30,-15,--,--,--,--,--,ALTA: Taber,19
1913,Luke Cozens 1,R,39,17,27,44,19,-4,--,--,--,--,--,YT: Whitehorse,19
1914,Owen Berge 2,C,53,22,21,43,32,-16,--,--,--,--,--,ALTA: Edmonton,19
1915,Kayden Longley 3,C,48,11,26,37,23,-25,--,--,--,--,--,ALTA: Wainwright,19
1916,Logan Wormald 4,L,30,14,19,33,30,4,--,--,--,--,--,BC: Langley,20
1917,Hudson Kibblewhite,C,53,14,15,29,2,-23,--,--,--,--,--,BC: Vernon,18
1918,Nathan Maloney,D,46,4,24,28,49,-18,--,--,--,--,--,ALTA: Strathmore,18
1919,Shane Smith 5,C,20,12,11,23,33,-12,--,--,--,--,--,BC: Chiliwack,20
1920,Matteo Fabrizi,D,56,5,18,23,62,-21,--,--,--,--,--,ALTA: St. Albert,20
1921,Will Scott,D,59,2,20,22,19,-32,--,--,--,--,--,BC: Kelowna,17
1922,Kai Anderson,R,67,14,6,20,4,-37,--,--,--,--,--,BC: North Vancouver,17
1923,Kyle Heger 6,D,29,6,14,20,12,-24,--,--,--,--,--,MN: Eagan,17
1924,Tyden Lafournaise,R,61,11,7,18,17,-40,--,--,--,--,--,MAN: Winnipeg,16
1925,Carsen Adair,D,65,4,12,16,65,-33,--,--,--,--,--,SASK: Clavet,18
1926,Gavin Lesiuk,L,63,9,5,14,106,-43,--,--,--,--,--,BC: Duncan,17
1927,Grady Pichette,D,59,3,11,14,12,-27,--,--,--,--,--,ALTA: Okotoks,16
1928,Oli Chenier 7,L,26,6,5,11,4,-4,--,--,--,--,--,MAN: Winnipeg,18
1929,Andrew Petruk,L,28,5,5,10,52,-20,--,--,--,--,--,BC: Surrey,20
1930,Jake Evans,L,57,1,6,7,2,-26,--,--,--,--,--,SASK: Saskatoon,15
1931,Tomas Malinek,D,59,2,4,6,41,-16,--,--,--,--,--,Czechia: Praha,18
1932,Enzo DiDomenicantonio,C,22,0,6,6,6,-8,--,--,--,--,--,CA: Los Angeles,15
1933,Mykolas Skadauskas,L,34,0,6,6,8,-23,--,--,--,--,--,Lithuania: Vilnius,17
1934,Lukas Lima,R,58,2,3,5,41,-33,--,--,--,--,--,BC: Langley,17
1935,Fraser Leonard,D,10,0,4,4,8,-9,--,--,--,--,--,ALTA: Calgary,19
1936,Carson Olsen 8,D,9,1,2,3,12,-7,--,--,--,--,--,SASK: Warman,19
1937,Brayden Smith 9,D,21,0,3,3,6,-13,--,--,--,--,--,SASK: Saskatoon,18
1938,Jack Toogood 10,R,8,1,1,2,2,-3,--,--,--,--,--,ALTA: Devon,18
1939,Chase Petersen 11,C,5,0,2,2,0,-2,--,--,--,--,--,SASK: Mossbank,17
1940,Cohen Pentney,R,3,1,0,1,0,0,--,--,--,--,--,ALTA: Calgary,16
1941,Koen Cleaver,G,44,0,1,1,0,0,--,--,--,--,--,BC: Port Alberni,18
1942,Reid Soper,D,1,0,0,0,4,0,--,--,--,--,--,ALTA: Edmonton,16
1943,Matteo Di Stefano,R,1,0,0,0,0,-1,--,--,--,--,--,BC: Port Coquitlam,16
1944,Liam McFadden,D,2,0,0,0,0,-2,--,--,--,--,--,ALTA: Edmonton,14
1945,Brody Rotar,G,3,0,0,0,0,0,--,--,--,--,--,BC: Creston,16
1946,Leif Oaten,G,31,0,0,0,0,0,--,--,--,--,--,ALTA: Calgary,15
